study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB28097	SAMEA4845588	ERX2763360	ERR2750306	256318	metagenome	9051197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750306/ERR2750306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750306/ERR2750306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750306/171219_NS500640_0274_AHTL5JBGX3_H7_S56_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750306/171219_NS500640_0274_AHTL5JBGX3_H7_S56_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2750306
PRJEB28097	SAMEA4845589	ERX2763361	ERR2750307	256318	metagenome	8920235	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750307/ERR2750307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750307/ERR2750307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750307/171219_NS500640_0274_AHTL5JBGX3_H8_S64_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750307/171219_NS500640_0274_AHTL5JBGX3_H8_S64_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2750307
PRJEB28097	SAMEA4845590	ERX2763362	ERR2750308	256318	metagenome	5643218	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750308/ERR2750308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750308/ERR2750308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750308/171219_NS500640_0274_AHTL5JBGX3_B9_S66_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750308/171219_NS500640_0274_AHTL5JBGX3_B9_S66_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2750308
PRJEB28097	SAMEA4845591	ERX2763363	ERR2750309	256318	metagenome	13168859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750309/ERR2750309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750309/ERR2750309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750309/171219_NS500640_0274_AHTL5JBGX3_E8_S61_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750309/171219_NS500640_0274_AHTL5JBGX3_E8_S61_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2750309
PRJEB28097	SAMEA4845592	ERX2763364	ERR2750310	256318	metagenome	8777761	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750310/ERR2750310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750310/ERR2750310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750310/171219_NS500640_0274_AHTL5JBGX3_F8_S62_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750310/171219_NS500640_0274_AHTL5JBGX3_F8_S62_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2750310
PRJEB28097	SAMEA4845593	ERX2763365	ERR2750311	256318	metagenome	12395019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750311/ERR2750311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750311/ERR2750311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750311/171219_NS500640_0274_AHTL5JBGX3_G8_S63_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750311/171219_NS500640_0274_AHTL5JBGX3_G8_S63_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2750311
PRJEB28097	SAMEA4845594	ERX2763366	ERR2750312	256318	metagenome	9980183	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750312/ERR2750312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750312/ERR2750312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750312/160517_NS500640_0086_AH2WNCBGXY_D5_S36_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750312/160517_NS500640_0086_AH2WNCBGXY_D5_S36_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2750312
PRJEB28097	SAMEA4845595	ERX2763367	ERR2750313	256318	metagenome	7083461	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750313/ERR2750313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750313/ERR2750313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750313/160517_NS500640_0086_AH2WNCBGXY_E5_S37_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750313/160517_NS500640_0086_AH2WNCBGXY_E5_S37_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2750313
PRJEB28097	SAMEA4845596	ERX2763368	ERR2750314	256318	metagenome	5152109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750314/ERR2750314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750314/ERR2750314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750314/160517_NS500640_0086_AH2WNCBGXY_F5_S38_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750314/160517_NS500640_0086_AH2WNCBGXY_F5_S38_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2750314
PRJEB28097	SAMEA4845597	ERX2763369	ERR2750315	256318	metagenome	5407644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750315/ERR2750315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750315/ERR2750315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750315/160517_NS500640_0086_AH2WNCBGXY_D8_S60_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750315/160517_NS500640_0086_AH2WNCBGXY_D8_S60_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2750315
PRJEB28097	SAMEA4845598	ERX2763370	ERR2750316	256318	metagenome	12868195	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750316/ERR2750316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750316/ERR2750316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750316/160517_NS500640_0086_AH2WNCBGXY_E8_S61_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750316/160517_NS500640_0086_AH2WNCBGXY_E8_S61_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2750316
PRJEB28097	SAMEA4845599	ERX2763371	ERR2750317	256318	metagenome	9210989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750317/ERR2750317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750317/ERR2750317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750317/160517_NS500640_0086_AH2WNCBGXY_F8_S62_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750317/160517_NS500640_0086_AH2WNCBGXY_F8_S62_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2750317
PRJEB28097	SAMEA4845600	ERX2763372	ERR2750318	256318	metagenome	6586244	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750318/ERR2750318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750318/ERR2750318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750318/160517_NS500640_0086_AH2WNCBGXY_G8_S63_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750318/160517_NS500640_0086_AH2WNCBGXY_G8_S63_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2750318
PRJEB28097	SAMEA4845601	ERX2763373	ERR2750319	256318	metagenome	11448678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750319/ERR2750319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750319/ERR2750319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750319/160517_NS500640_0086_AH2WNCBGXY_H8_S64_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750319/160517_NS500640_0086_AH2WNCBGXY_H8_S64_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2750319
PRJEB28097	SAMEA4845602	ERX2763374	ERR2750320	256318	metagenome	9550591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750320/ERR2750320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750320/ERR2750320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750320/150831_NS500640_0044_AH7JYWBGXX_B4_S26_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750320/150831_NS500640_0044_AH7JYWBGXX_B4_S26_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2750320
PRJEB28097	SAMEA4845603	ERX2763375	ERR2750321	256318	metagenome	19400495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750321/ERR2750321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750321/ERR2750321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750321/150831_NS500640_0044_AH7JYWBGXX_C4_S27_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750321/150831_NS500640_0044_AH7JYWBGXX_C4_S27_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2750321
PRJEB28097	SAMEA4845604	ERX2763376	ERR2750322	256318	metagenome	19193319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750322/ERR2750322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750322/ERR2750322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750322/150831_NS500640_0044_AH7JYWBGXX_D4_S28_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750322/150831_NS500640_0044_AH7JYWBGXX_D4_S28_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2750322
PRJEB28097	SAMEA4845605	ERX2763377	ERR2750323	256318	metagenome	17054970	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750323/ERR2750323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750323/ERR2750323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750323/160517_NS500640_0086_AH2WNCBGXY_A8_S57_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750323/160517_NS500640_0086_AH2WNCBGXY_A8_S57_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2750323
PRJEB28097	SAMEA4845606	ERX2763378	ERR2750324	256318	metagenome	8270451	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750324/ERR2750324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750324/ERR2750324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750324/160517_NS500640_0086_AH2WNCBGXY_B8_S58_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750324/160517_NS500640_0086_AH2WNCBGXY_B8_S58_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2750324
PRJEB28097	SAMEA4845607	ERX2763379	ERR2750325	256318	metagenome	2952603	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750325/ERR2750325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750325/ERR2750325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750325/160517_NS500640_0086_AH2WNCBGXY_C8_S59_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750325/160517_NS500640_0086_AH2WNCBGXY_C8_S59_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2750325
PRJEB28097	SAMEA4845608	ERX2763380	ERR2750326	256318	metagenome	12139512	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750326/ERR2750326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750326/ERR2750326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750326/170412_NS500640_0149_AHLG3VBGX2_A7_S49_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750326/170412_NS500640_0149_AHLG3VBGX2_A7_S49_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2750326
PRJEB28097	SAMEA4845609	ERX2763381	ERR2750327	256318	metagenome	12611915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750327/ERR2750327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750327/ERR2750327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750327/170412_NS500640_0149_AHLG3VBGX2_B7_S50_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750327/170412_NS500640_0149_AHLG3VBGX2_B7_S50_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2750327
PRJEB28097	SAMEA4845610	ERX2763382	ERR2750328	256318	metagenome	15262850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750328/ERR2750328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750328/ERR2750328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750328/170412_NS500640_0149_AHLG3VBGX2_C7_S51_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750328/170412_NS500640_0149_AHLG3VBGX2_C7_S51_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2750328
PRJEB28097	SAMEA4845611	ERX2763383	ERR2750329	256318	metagenome	6864189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750329/ERR2750329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750329/ERR2750329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750329/170412_NS500640_0149_AHLG3VBGX2_D7_S52_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750329/170412_NS500640_0149_AHLG3VBGX2_D7_S52_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2750329
PRJEB28097	SAMEA4845612	ERX2763384	ERR2750330	256318	metagenome	14626049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750330/ERR2750330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750330/ERR2750330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750330/170412_NS500640_0149_AHLG3VBGX2_E7_S53_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750330/170412_NS500640_0149_AHLG3VBGX2_E7_S53_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2750330
PRJEB28097	SAMEA4845613	ERX2763385	ERR2750331	256318	metagenome	11806628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750331/ERR2750331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2750331/ERR2750331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750331/170412_NS500640_0149_AHLG3VBGX2_F7_S54_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750331/170412_NS500640_0149_AHLG3VBGX2_F7_S54_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2750331
PRJEB28097	SAMEA4845614	ERX2763386	ERR2750332	256318	metagenome	10070337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750332/ERR2750332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750332/ERR2750332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750332/170412_NS500640_0149_AHLG3VBGX2_G7_S55_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750332/170412_NS500640_0149_AHLG3VBGX2_G7_S55_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2750332
PRJEB28097	SAMEA4845615	ERX2763387	ERR2750333	256318	metagenome	9055648	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750333/ERR2750333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750333/ERR2750333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750333/170412_NS500640_0149_AHLG3VBGX2_H7_S56_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750333/170412_NS500640_0149_AHLG3VBGX2_H7_S56_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2750333
PRJEB28097	SAMEA4845616	ERX2763388	ERR2750334	256318	metagenome	4071101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750334/ERR2750334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750334/ERR2750334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750334/170412_NS500640_0149_AHLG3VBGX2_A8_S57_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750334/170412_NS500640_0149_AHLG3VBGX2_A8_S57_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2750334
PRJEB28097	SAMEA4845617	ERX2763389	ERR2750335	256318	metagenome	5480018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750335/ERR2750335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750335/ERR2750335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750335/170412_NS500640_0149_AHLG3VBGX2_B8_S58_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750335/170412_NS500640_0149_AHLG3VBGX2_B8_S58_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2750335
PRJEB28097	SAMEA4845618	ERX2763390	ERR2750336	256318	metagenome	3217300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750336/ERR2750336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750336/ERR2750336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750336/170412_NS500640_0149_AHLG3VBGX2_C8_S59_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750336/170412_NS500640_0149_AHLG3VBGX2_C8_S59_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2750336
PRJEB28097	SAMEA4845619	ERX2763391	ERR2750337	256318	metagenome	802472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750337/ERR2750337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750337/ERR2750337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750337/170330_NS500640_0143_AHHJ53BGX2_F1_S6_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750337/170330_NS500640_0143_AHHJ53BGX2_F1_S6_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2750337
PRJEB28097	SAMEA4845620	ERX2763392	ERR2750338	256318	metagenome	7767412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750338/ERR2750338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2750338/ERR2750338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750338/170412_NS500640_0149_AHLG3VBGX2_H8_S64_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750338/170412_NS500640_0149_AHLG3VBGX2_H8_S64_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2750338
PRJEB28097	SAMEA4845621	ERX2763393	ERR2750339	256318	metagenome	11177706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750339/ERR2750339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2750339/ERR2750339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750339/170330_NS500640_0143_AHHJ53BGX2_E2_S13_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750339/170330_NS500640_0143_AHHJ53BGX2_E2_S13_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2750339
PRJEB28097	SAMEA4845622	ERX2763394	ERR2750340	256318	metagenome	8516449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750340/ERR2750340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2750340/ERR2750340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750340/170330_NS500640_0143_AHHJ53BGX2_F2_S14_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750340/170330_NS500640_0143_AHHJ53BGX2_F2_S14_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2750340
PRJEB28097	SAMEA4845624	ERX2763396	ERR2750342	256318	metagenome	7171132	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750342/ERR2750342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2750342/ERR2750342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750342/170330_NS500640_0143_AHHJ53BGX2_B2_S10_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750342/170330_NS500640_0143_AHHJ53BGX2_B2_S10_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2750342
PRJEB28097	SAMEA4845625	ERX2763397	ERR2750343	256318	metagenome	7838742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750343/ERR2750343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2750343/ERR2750343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750343/170330_NS500640_0143_AHHJ53BGX2_C2_S11_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750343/170330_NS500640_0143_AHHJ53BGX2_C2_S11_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2750343
PRJEB28097	SAMEA4845626	ERX2763398	ERR2750344	256318	metagenome	3893063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750344/ERR2750344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2750344/ERR2750344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750344/170330_NS500640_0143_AHHJ53BGX2_D2_S12_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750344/170330_NS500640_0143_AHHJ53BGX2_D2_S12_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2750344
PRJEB28097	SAMEA4845627	ERX2763399	ERR2750345	256318	metagenome	9744396	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750345/ERR2750345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2750345/ERR2750345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750345/170412_NS500640_0149_AHLG3VBGX2_A9_S65_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750345/170412_NS500640_0149_AHLG3VBGX2_A9_S65_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2750345
PRJEB28097	SAMEA4845628	ERX2763400	ERR2750346	256318	metagenome	6813743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750346/ERR2750346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2750346/ERR2750346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750346/170412_NS500640_0149_AHLG3VBGX2_B9_S66_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750346/170412_NS500640_0149_AHLG3VBGX2_B9_S66_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2750346
PRJEB28097	SAMEA4845629	ERX2763401	ERR2750347	256318	metagenome	15158282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750347/ERR2750347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2750347/ERR2750347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750347/170412_NS500640_0149_AHLG3VBGX2_D8_S60_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2750347/170412_NS500640_0149_AHLG3VBGX2_D8_S60_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2750347
