Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Source_material_ID,SRA Study
SRR9224100,WGS,193,1337563353,PRJNA544527,SAMN11950272,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",852767277,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994743,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0217_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0217_MG,am-0217_MG,SRP200548
SRR9224101,WGS,193,1919160806,PRJNA544527,SAMN11950271,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1231105755,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994742,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0216_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0216_MG,am-0216_MG,SRP200548
SRR9224102,WGS,192,1760819920,PRJNA544527,SAMN11950270,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1132224260,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-04-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994741,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0215_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0215_MG,am-0215_MG,SRP200548
SRR9224103,WGS,195,679275130,PRJNA544527,SAMN11950277,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",435438710,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994740,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0222_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0222_MG,am-0222_MG,SRP200548
SRR9224104,WGS,190,1370746705,PRJNA544527,SAMN11950276,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",889539060,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994739,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0221_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0221_MG,am-0221_MG,SRP200548
SRR9224105,WGS,193,1334552441,PRJNA544527,SAMN11950275,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",854697679,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994738,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0220_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0220_MG,am-0220_MG,SRP200548
SRR9224106,WGS,190,1924711107,PRJNA544527,SAMN11950274,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1229801374,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994737,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0219_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0219_MG,am-0219_MG,SRP200548
SRR9224107,WGS,195,963868611,PRJNA544527,SAMN11950279,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",625807149,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994736,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0224_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0224_MG,am-0224_MG,SRP200548
SRR9224108,WGS,194,1212094910,PRJNA544527,SAMN11950278,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",786420130,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994735,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0223_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0223_MG,am-0223_MG,SRP200548
SRR9224109,WGS,191,1749271606,PRJNA544527,SAMN11950404,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1048685529,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994734,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0071_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0071_MG,ao-0071_MG,SRP200548
SRR9224110,WGS,190,1801027198,PRJNA544527,SAMN11950405,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1083218244,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994733,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0072_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0072_MG,ao-0072_MG,SRP200548
SRR9224111,WGS,187,3094517112,PRJNA544527,SAMN11950406,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1961107633,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994732,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0073_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0073_MG,ao-0073_MG,SRP200548
SRR9224112,WGS,192,1340145265,PRJNA544527,SAMN11950407,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",799808873,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994731,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0074_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0074_MG,ao-0074_MG,SRP200548
SRR9224113,WGS,193,1320766590,PRJNA544527,SAMN11950400,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",794586373,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994730,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0066_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0066_MG,ao-0066_MG,SRP200548
SRR9224114,WGS,193,1674056495,PRJNA544527,SAMN11950401,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1001846198,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994729,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0068_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0068_MG,ao-0068_MG,SRP200548
SRR9224115,WGS,189,510508568,PRJNA544527,SAMN11950150,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",322103543,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994728,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0088_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0088_MG,am-0088_MG,SRP200548
SRR9224116,WGS,190,2103405682,PRJNA544527,SAMN11950403,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1265726018,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994727,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0070_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0070_MG,ao-0070_MG,SRP200548
SRR9224117,WGS,184,1265308942,PRJNA544527,SAMN11950103,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",794614838,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994726,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0023_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0023_MG,am-0023_MG,SRP200548
SRR9224118,WGS,187,1220043826,PRJNA544527,SAMN11950408,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",735840028,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994725,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0075_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0075_MG,ao-0075_MG,SRP200548
SRR9224119,WGS,188,1366360147,PRJNA544527,SAMN11950409,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",821506351,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994724,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0076_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0076_MG,ao-0076_MG,SRP200548
SRR9224120,WGS,182,2293535413,PRJNA544527,SAMN11950158,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1445178655,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994723,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0096_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0096_MG,am-0096_MG,SRP200548
SRR9224121,WGS,189,2318603710,PRJNA544527,SAMN11950159,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1462134775,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994722,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0097_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0097_MG,am-0097_MG,SRP200548
SRR9224122,WGS,181,1816429022,PRJNA544527,SAMN11950102,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1152749562,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994721,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0022_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0022_MG,am-0022_MG,SRP200548
SRR9224123,WGS,190,3213383045,PRJNA544527,SAMN11950471,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2194480820,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994720,USA,North America,USA:Boston,Homo sapiens,br,Illumina HiSeq 2500,42.36 N 71.06 W,br-0002_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,br-0002_MG,br-0002_MG,SRP200548
SRR9224124,WGS,190,3937454139,PRJNA544527,SAMN11950470,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2714735804,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994719,USA,North America,USA:Boston,Homo sapiens,br,Illumina HiSeq 2500,42.36 N 71.06 W,br-0001_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,br-0001_MG,br-0001_MG,SRP200548
SRR9224125,WGS,192,3983296161,PRJNA544527,SAMN11950473,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",2692406031,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-08-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994718,USA,North America,USA:Boston,Homo sapiens,bs,Illumina HiSeq 2500,42.36 N 71.06 W,bs-0008_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bs-0008_MG,bs-0008_MG,SRP200548
SRR9224126,WGS,192,3189931182,PRJNA544527,SAMN11950472,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2161578659,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994717,USA,North America,USA:Boston,Homo sapiens,bs,Illumina HiSeq 2500,42.36 N 71.06 W,bs-0001_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bs-0001_MG,bs-0001_MG,SRP200548
SRR9224127,WGS,193,3844468296,PRJNA544527,SAMN11950475,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2612419889,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994716,USA,North America,USA:Boston,Homo sapiens,bt,Illumina HiSeq 2500,42.36 N 71.06 W,bt-0039_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bt-0039_MG,bt-0039_MG,SRP200548
SRR9224128,WGS,193,2940355569,PRJNA544527,SAMN11950474,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1998460825,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-08-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994715,USA,North America,USA:Boston,Homo sapiens,bt,Illumina HiSeq 2500,42.36 N 71.06 W,bt-0001_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bt-0001_MG,bt-0001_MG,SRP200548
SRR9224129,WGS,192,6612930630,PRJNA544527,SAMN11950477,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4543614765,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994714,USA,North America,USA:Boston,Homo sapiens,bu,Illumina HiSeq 2500,42.36 N 71.06 W,bu-0080_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bu-0080_MG,bu-0080_MG,SRP200548
SRR9224130,WGS,189,3149034730,PRJNA544527,SAMN11950476,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2129945674,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994713,USA,North America,USA:Boston,Homo sapiens,bu,Illumina HiSeq 2500,42.36 N 71.06 W,bu-0001_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bu-0001_MG,bu-0001_MG,SRP200548
SRR9224131,WGS,189,2931614741,PRJNA544527,SAMN11950479,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2006484277,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-02-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994712,USA,North America,USA:Boston,Homo sapiens,bv,Illumina HiSeq 2500,42.36 N 71.06 W,bv-0024_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bv-0024_MG,bv-0024_MG,SRP200548
SRR9224132,WGS,190,4437216173,PRJNA544527,SAMN11950478,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3059296385,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-09-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994711,USA,North America,USA:Boston,Homo sapiens,bv,Illumina HiSeq 2500,42.36 N 71.06 W,bv-0001_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bv-0001_MG,bv-0001_MG,SRP200548
SRR9224133,WGS,194,1409968951,PRJNA544527,SAMN11950309,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",892670601,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994710,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0038_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0038_MG,an-0038_MG,SRP200548
SRR9224134,WGS,190,911282084,PRJNA544527,SAMN11950308,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",581740934,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994709,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0037_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0037_MG,an-0037_MG,SRP200548
SRR9224135,WGS,194,1440453346,PRJNA544527,SAMN11950375,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",868399040,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994708,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0035_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0035_MG,ao-0035_MG,SRP200548
SRR9224136,WGS,192,1603668373,PRJNA544527,SAMN11950303,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1031039819,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994707,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0028_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0028_MG,an-0028_MG,SRP200548
SRR9224137,WGS,194,1450485269,PRJNA544527,SAMN11950302,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",931943950,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994706,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0027_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0027_MG,an-0027_MG,SRP200548
SRR9224138,WGS,193,1824634363,PRJNA544527,SAMN11950301,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1178706345,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994705,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0026_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0026_MG,an-0026_MG,SRP200548
SRR9224139,WGS,188,1193634456,PRJNA544527,SAMN11950300,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",762946388,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994704,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0025_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0025_MG,an-0025_MG,SRP200548
SRR9224140,WGS,193,1122470014,PRJNA544527,SAMN11950307,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",721365176,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-07-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994703,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0036_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0036_MG,an-0036_MG,SRP200548
